,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
312,Fox News,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018,-0.34,0.0,0.833,0.167
313,Fox News,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018,0.0,0.0,1.0,0.0
314,Fox News,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018,-0.5719,0.0,0.783,0.217
315,Fox News,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018,0.3182,0.192,0.72,0.088
316,Fox News,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018,0.0,0.0,1.0,0.0
318,Fox News,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018,0.6841,0.298,0.603,0.099
319,Fox News,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018,0.0,0.0,1.0,0.0
320,CNN,This is how tear gas affects children https://t.co/aPw1BeeJ1q https://t.co/0DkocTliTY,Tue Nov 27 22:42:02 +0000 2018,0.0,0.0,1.0,0.0
321,CNN,"Journalist Wendy Fry, who reported from the border when US authorities deployed tear gas against migrants rushing t… https://t.co/T4M8MM5trS",Tue Nov 27 22:32:44 +0000 2018,0.0,0.0,1.0,0.0
322,CNN,A top House Republican President Donald Trump remains firm on requesting $5 billion for border security as part of… https://t.co/LdCDziZu1i,Tue Nov 27 22:20:06 +0000 2018,0.4939,0.198,0.802,0.0
323,CNN,White House national security adviser John Bolton says he didn't listen to a tape that captured part of the killing… https://t.co/Ro7gefxFmf,Tue Nov 27 22:10:03 +0000 2018,0.34,0.112,0.888,0.0
324,CNN,"PwC Chairman Tim Ryan: ""I would love to be remembered as somebody who led a moment that had America's workplaces be… https://t.co/w0Hf2KPHsq",Tue Nov 27 22:00:20 +0000 2018,0.6369,0.174,0.826,0.0
325,CNN,Draft court filings from Robert Mueller show what special counsel may know about Roger Stone's efforts to get infor… https://t.co/tcNOAP4WsD,Tue Nov 27 21:50:04 +0000 2018,0.4019,0.124,0.876,0.0
326,CNN,"The gunman in the mass shooting at a bar in Thousand Oaks, California, entered the building and opened fire, tossed… https://t.co/7Z9asPIHuq",Tue Nov 27 21:40:09 +0000 2018,-0.34,0.0,0.888,0.112
327,CNN,This is what a bunch of regional sports networks would do for Amazon https://t.co/f0omBN8VyS https://t.co/5ltvSqUbEB,Tue Nov 27 21:32:04 +0000 2018,0.1779,0.116,0.884,0.0
328,CNN,"Facebook has a ""black people problem,"" according to a former manager at the company. ""In some buildings, there are… https://t.co/2vDFSJYtcL",Tue Nov 27 21:21:05 +0000 2018,0.0,0.0,1.0,0.0
329,CNN,A Texas cotton farmer is battling cancer and couldn't harvest his crop. So his neighbors did it for him… https://t.co/8nWmyfbUz4,Tue Nov 27 21:10:05 +0000 2018,-0.7579,0.0,0.723,0.277
330,CNN,"Robert De Niro confirms split from wife Grace Hightower
https://t.co/yGke2Zlypy https://t.co/dFPdJACpaZ",Tue Nov 27 21:00:08 +0000 2018,0.4215,0.219,0.781,0.0
331,CNN,Vendors in this Chinese market can build a smartphone from scratch in a couple of hours https://t.co/qJRzy0upbB https://t.co/HJfACVrc79,Tue Nov 27 21:00:01 +0000 2018,0.0,0.0,1.0,0.0
332,CNN,"Stephen Hillenburg, the creator of ""SpongeBob Squarepants,"" has died. He was 57. https://t.co/aA8dieIqSX https://t.co/7a7bh6Sdeq",Tue Nov 27 20:51:25 +0000 2018,-0.5574,0.0,0.783,0.217
333,CNN,Mexico's president will bestow his nation's highest honor for foreigners on Jared Kushner on Friday in Buenos Aires… https://t.co/lfnsNIviOv,Tue Nov 27 20:44:02 +0000 2018,0.4939,0.151,0.849,0.0
334,CNN,"""The scientists have told us—despite Trump's absurd thought that this is a hoax—that the future of the planet is at… https://t.co/4mUZId9H9a",Tue Nov 27 20:31:07 +0000 2018,0.0,0.0,1.0,0.0
335,CNN,What's next for NASA's Mars InSight lander? https://t.co/Xngcj9C0U3 https://t.co/Y0unPeCa9o,Tue Nov 27 20:16:06 +0000 2018,0.0,0.0,1.0,0.0
336,CNN,President Trump threatened to cut all General Motors subsidies after the automaker announced thousands of jobs cuts… https://t.co/qh7d93JvwS,Tue Nov 27 20:04:07 +0000 2018,-0.6249,0.0,0.758,0.242
337,CNN,A woman was jailed for 3 months because police thought her cotton candy was meth https://t.co/Wca94JPlcW https://t.co/D9zbC5NXre,Tue Nov 27 19:52:07 +0000 2018,-0.4939,0.0,0.814,0.186
338,CNN,"Former FBI Director James Comey says Attorney General Matthew Whitaker ""may not be the sharpest knife in our drawer… https://t.co/oPXOoHOF1L",Tue Nov 27 19:40:09 +0000 2018,0.0,0.0,1.0,0.0
339,CNN,"Melania Trump's White House holiday decorations highlight ""patriotism'"" https://t.co/dnt63ixYFv https://t.co/EMLllMWLi8",Tue Nov 27 19:28:05 +0000 2018,0.6249,0.389,0.611,0.0
340,BBC News (World),Oprah Winfrey pays tribute to late mother Vernita Lee https://t.co/mWhU0UhwLv,Tue Nov 27 10:51:23 +0000 2018,0.0,0.0,1.0,0.0
341,BBC News (World),Lu Guang: Award-winning Chinese photographer disappears in Xinjiang https://t.co/y4CuCcR1AU,Tue Nov 27 10:24:45 +0000 2018,-0.34,0.0,0.769,0.231
342,BBC News (World),RT @BBCNews: New Zealand whale stranding: 'I will never forget their cries' https://t.co/O5kskASUj8,Tue Nov 27 09:50:32 +0000 2018,0.4449,0.263,0.737,0.0
343,BBC News (World),New Zealand whale stranding: 'I will never forget their cries' https://t.co/AQfrUSBlkV,Tue Nov 27 09:20:32 +0000 2018,0.4449,0.304,0.696,0.0
344,BBC News (World),"RT @BBCNews: Meet Mike - the magpie that says, ""Merry Christmas!"" 🎁🎄🎅

[Tap to expand] https://t.co/P2pQfaLgRu https://t.co/zXpJ5haf0n",Tue Nov 27 08:57:54 +0000 2018,0.5848,0.202,0.798,0.0
345,BBC News (World),"RT @BBCNews: Nasa lands InSight robot on #Mars to study planet's interior

https://t.co/hxpBD83WIT https://t.co/IrEcuCWDDh",Tue Nov 27 08:32:40 +0000 2018,0.0,0.0,1.0,0.0
346,BBC News (World),RT @BBCBenThompson: As President Trump weighs in on #Brexit and threatens more tariffs on #China imports - today we're asking - does the wo…,Tue Nov 27 08:27:32 +0000 2018,-0.3818,0.0,0.89,0.11
347,BBC News (World),China defends holding fugitive businessman's US children https://t.co/zb252iwf5y,Tue Nov 27 07:54:32 +0000 2018,0.0,0.0,1.0,0.0
348,BBC News (World),RT @BBCNews: The agony over an American dream https://t.co/ic9fa8wh8n,Tue Nov 27 07:53:21 +0000 2018,-0.2023,0.169,0.593,0.237
349,BBC News (World),John Allen Chau: India 'puts on hold' efforts to retrieve body https://t.co/yEkz1eWMAq,Tue Nov 27 07:53:15 +0000 2018,0.0,0.0,1.0,0.0
350,BBC News (World),"RT @BBCNews: Donald Trump suggests Theresa May's #Brexit agreement could impact UK-US trade deal

[Tap to expand]

https://t.co/mxCVFjIbFb…",Tue Nov 27 07:52:28 +0000 2018,0.4939,0.158,0.842,0.0
351,BBC News (World),RT @BBCNews: How cooking and cleaning transformed a violent man https://t.co/EveoOTcw0l,Tue Nov 27 07:50:49 +0000 2018,-0.5994,0.0,0.698,0.302
352,BBC News (World),RT @BBCNews: Brexit: Trump hints May's Brexit could bar UK-US trade deal https://t.co/Av39Iyzn7A,Tue Nov 27 07:50:44 +0000 2018,0.0,0.0,1.0,0.0
353,BBC News (World),"RT @davidshukmanbbc: British, French, German and American technology starting first full day on #Mars today #MarsInSight #MarsLanding ⁦@BBC…",Tue Nov 27 07:49:58 +0000 2018,0.0,0.0,1.0,0.0
354,BBC News (World),"RT @BBCBreaking: British academic Matthew Hedges praises ""brave and strong"" wife Daniela as he arrives back in UK after being pardoned by U…",Tue Nov 27 07:43:51 +0000 2018,0.9001,0.387,0.613,0.0
355,BBC News (World),"RT @BBCBreaking: Matthew Hedges, British academic jailed for spying in UAE, arrives home in UK after being pardoned https://t.co/DYR8Ux0c2G",Tue Nov 27 07:28:29 +0000 2018,-0.3182,0.086,0.769,0.145
356,BBC News (World),The man who spent decades befriending isolated Sentinelese tribe https://t.co/07MrKp8MfF,Tue Nov 27 07:21:46 +0000 2018,-0.3182,0.0,0.796,0.204
357,BBC News (World),"The families of Jumadil and Fikri were the lucky ones.

Hundreds of others lost their loved ones in the 2018 #Palu… https://t.co/VFsZGeT3rP",Tue Nov 27 05:42:18 +0000 2018,0.6597,0.239,0.679,0.082
358,BBC News (World),"The family’s happy ending, which was also captured on film.

[Tap to expand]

https://t.co/zQBqYtwIDK https://t.co/jOoW9soAfo",Tue Nov 27 05:42:12 +0000 2018,0.5719,0.209,0.791,0.0
359,BBC News (World),"The family banded together to search for Fikri.

A miracle arrived in the form of a social worker, who knocked at t… https://t.co/iz9OUo8W13",Tue Nov 27 05:39:59 +0000 2018,0.5859,0.16,0.84,0.0
360,CBS News,Diverse freshman class will bolster record number of Latinos in Congress https://t.co/92T6h5hv37 https://t.co/pCV3nm0XOc,Tue Nov 27 19:50:52 +0000 2018,0.0772,0.098,0.902,0.0
361,CBS News,"Sarah Huckabee Sanders on tear gas being used on migrants at the border: ""Certainly no one wants women or children… https://t.co/QCwcWsAQFw",Tue Nov 27 19:13:14 +0000 2018,0.0516,0.102,0.805,0.093
362,CBS News,Sen. Lindsey Graham urges Alexandria Ocasio-Cortez to visit the U.S. Holocaust Memorial Museum after she compared C… https://t.co/Lx1e8fSMtC,Tue Nov 27 19:11:00 +0000 2018,0.0,0.0,1.0,0.0
363,CBS News,"Sarah Huckabee Sanders says President Trump has ""no intent to do anything"" about Robert Mueller's investigation, de… https://t.co/Tq1t4E6zIp",Tue Nov 27 19:10:46 +0000 2018,-0.296,0.0,0.885,0.115
364,CBS News,National Security Advisor John Bolton says he hasn't listened to the tape of Jamal Khashoggi's killing because it's… https://t.co/ugOt0n8KpN,Tue Nov 27 19:08:02 +0000 2018,-0.4588,0.101,0.714,0.185
365,CBS News,"Top White House economic advisor Larry Kudlow says the Trump administration is looking into ""certain subsidies rega… https://t.co/aVUhDD6TQF",Tue Nov 27 18:52:16 +0000 2018,0.4404,0.196,0.804,0.0
366,CBS News,"""A different world"": Colorblind sheriff's deputy sees color for the first time thanks to colleagues' gift… https://t.co/6is1O6ITX5",Tue Nov 27 18:50:31 +0000 2018,0.4404,0.153,0.847,0.0
367,CBS News,WATCH LIVE: Sarah Huckabee Sanders holds first White House press briefing in a month amid conflicts over border sec… https://t.co/8QBRag96OQ,Tue Nov 27 18:36:43 +0000 2018,-0.3818,0.0,0.874,0.126
368,CBS News,"""Spongebob Squarepants"" creator Stephen Hillenburg dead at 57 https://t.co/6eMbJDVsiS https://t.co/olhzaaEexI",Tue Nov 27 18:30:44 +0000 2018,-0.6486,0.0,0.677,0.323
369,CBS News,Group urges authorities in India to abandon efforts to recover American's body on remote island… https://t.co/3WzIusDOEn,Tue Nov 27 18:10:36 +0000 2018,-0.4404,0.0,0.838,0.162
370,CBS News,Employee shot dead in Pennsylvania municipal building https://t.co/UtDYPjghxM https://t.co/TH9qRi5rpH,Tue Nov 27 17:50:39 +0000 2018,-0.6486,0.0,0.65,0.35
371,CBS News,Pelosi tries to win over Democrats ahead of House speaker vote https://t.co/Bjc4Vu6Pls https://t.co/ldVSewKwz9,Tue Nov 27 17:30:30 +0000 2018,0.5859,0.241,0.759,0.0
372,CBS News,Dad who lived in North Carolina church loses bid to avoid deportation https://t.co/juiTgyQkdx https://t.co/BlUsVanxTO,Tue Nov 27 17:10:44 +0000 2018,-0.5423,0.0,0.727,0.273
373,CBS News,"Facebook engineer warned in 2014 of Russian intrusion, U.K. lawmaker says https://t.co/SROv6ZOgUu https://t.co/C6k83z2G4V",Tue Nov 27 16:40:51 +0000 2018,-0.2732,0.0,0.851,0.149
374,CBS News,"Amazon says Cyber Monday, Black Friday broke sales records https://t.co/LPxowQJWnY https://t.co/v55TnWctyP",Tue Nov 27 16:20:47 +0000 2018,-0.2732,0.126,0.667,0.207
375,CBS News,Roger Stone associate Jerome Corsi says he is rejecting Robert Mueller plea deal https://t.co/QVptRDeMwy https://t.co/uEYulyQU7V,Tue Nov 27 16:00:55 +0000 2018,-0.4588,0.0,0.824,0.176
376,CBS News,A United Nations study out this week finds domestic violence is one of the most common killers of women around the… https://t.co/BaHjaZzxN2,Tue Nov 27 15:40:43 +0000 2018,-0.7832,0.095,0.611,0.294
377,CBS News,"If you don't know where your romaine came from, don't eat it, says CDC https://t.co/MTqD9AXS8U https://t.co/tvCrNfOKrn",Tue Nov 27 15:20:52 +0000 2018,0.0,0.0,1.0,0.0
378,CBS News,Russia released video of a group of captured Ukrainian sailors giving oral confessions to deliberately violating Ru… https://t.co/vrs82g4LIi,Tue Nov 27 15:00:47 +0000 2018,-0.2732,0.115,0.718,0.167
379,CBS News,President Trump says he expects to raise tariffs on China https://t.co/BwfCKB7aRn https://t.co/u78quW8dhH,Tue Nov 27 14:40:47 +0000 2018,0.0,0.0,1.0,0.0
380,The New York Times,"Lars von Trier's director's cut of ""The House That Jack Built"" prompted walkouts at the Cannes Film Festival over i… https://t.co/7H9RE4V6d9",Tue Nov 27 20:10:05 +0000 2018,0.1027,0.128,0.72,0.152
381,The New York Times,"Stephen Hillenburg, the former marine biology teacher who created “SpongeBob SquarePants,” died on Monday. He was 5… https://t.co/6x0Ifrls0m",Tue Nov 27 19:55:07 +0000 2018,-0.3818,0.093,0.741,0.167
382,The New York Times,The insect apocalypse is here. What does it mean for the rest of life on Earth? https://t.co/0KMQbNxeID,Tue Nov 27 19:40:08 +0000 2018,0.0,0.0,1.0,0.0
383,The New York Times,"Alone on a freezing cold mountaintop in Gansu, China across the world from a life she left behind almost a year ago… https://t.co/2MMiWZDEPQ",Tue Nov 27 19:25:05 +0000 2018,-0.34,0.0,0.841,0.159
384,The New York Times,Fox News viewers are fiercely loyal to their network. But will they pay $5.99 a month for on-demand access? https://t.co/0YIHEdKRlj,Tue Nov 27 19:10:04 +0000 2018,0.4019,0.144,0.791,0.065
385,The New York Times,"RT @SherylNYT: “I don’t agree with, ‘When they go low, we go low,’ but I do agree that when they go low, we have to respond,” @SenAmyKlobuc…",Tue Nov 27 19:00:15 +0000 2018,0.2023,0.16,0.705,0.135
386,The New York Times,Breaking News: Lion Air black box data shows a fatal tug of war between man and machine as pilots fought to regain… https://t.co/mguLouZApc,Tue Nov 27 18:53:46 +0000 2018,-0.8658,0.0,0.662,0.338
387,The New York Times,"The Bank of England plans to introduce a new £50 note, with the design honoring a scientist. One of the nominees? M… https://t.co/uPp5ZzD21g",Tue Nov 27 18:45:05 +0000 2018,0.5106,0.142,0.858,0.0
388,The New York Times,A judicial nominee nearing a showdown vote in the Senate Judiciary Committee could be the test for Senator Jeff Fla… https://t.co/B9V0y8isSy,Tue Nov 27 18:30:04 +0000 2018,0.0,0.0,1.0,0.0
389,The New York Times,RT @alanblinder: It's Election Day (again) in Mississippi. https://t.co/R5BDZ7WuEX,Tue Nov 27 18:15:08 +0000 2018,0.0,0.0,1.0,0.0
390,The New York Times,"At his heaviest, Michael Warner weighed 696 pounds. But after learning he was prediabetic, he felt motivated to mak… https://t.co/a5ds7WGe0c",Tue Nov 27 18:00:06 +0000 2018,0.4588,0.136,0.864,0.0
391,The New York Times,A father was found shot to death outside his home. His wife and 2 young children were found dead inside their burni… https://t.co/KPth7NRPCP,Tue Nov 27 17:45:07 +0000 2018,-0.8481,0.0,0.699,0.301
392,The New York Times,American and Czech forces are under investigation for the death of an Afghan commando who was beaten while in NATO… https://t.co/B5qnv43zDz,Tue Nov 27 17:37:04 +0000 2018,-0.7717,0.0,0.739,0.261
393,The New York Times,RT @migold: A family of 4 brutally killed before Thanksgiving. Suspicious fires in homes owned by 2 brothers. And a whole lot of questions.…,Tue Nov 27 17:30:12 +0000 2018,-0.9001,0.0,0.607,0.393
394,The New York Times,"A former schoolteacher and his twin brother pleaded guilty to federal conspiracy and bomb-making charges, admitting… https://t.co/90LFa6jxnJ",Tue Nov 27 17:15:10 +0000 2018,-0.8074,0.0,0.61,0.39
395,The New York Times,"In Opinion

Dana Bolger writes, ""Our educations shouldn’t depend on whether we live in a school district that cares… https://t.co/NONsZdnWvo",Tue Nov 27 17:00:14 +0000 2018,0.0,0.0,1.0,0.0
396,The New York Times,RT @mannyNYT: This 1997 case shows what can go wrong when troops patrol the border. A Marine shot and killed a Texas teenager herding goats…,Tue Nov 27 16:46:05 +0000 2018,-0.8225,0.0,0.734,0.266
397,The New York Times,"Even if the world cuts greenhouse gas emissions quickly, the United States will need to spend billions of dollars t… https://t.co/gBYev8pEwP",Tue Nov 27 16:30:12 +0000 2018,0.1531,0.117,0.792,0.092
398,The New York Times,"RT @marclacey: “I’m tired. Tired from this terminal, lonely as a sparrow in the rain,” he wrote. “Tired of never having a soul to be with o…",Tue Nov 27 16:14:04 +0000 2018,-0.8074,0.0,0.726,0.274
399,The New York Times,"After 3 decades of balancing freedom and authoritarianism, is China leaning too far toward state control under Xi J… https://t.co/Iyg2ymmH1Z",Tue Nov 27 16:00:16 +0000 2018,0.6369,0.189,0.811,0.0
400,Fox News,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/FdLczQZN4g,Thu Nov 08 05:01:00 +0000 2018,0.0,0.0,1.0,0.0
401,Fox News,Former US Attorney Harry Litman on Whitaker &amp; Mueller probe: “I think most people think it’s unlikely that he would… https://t.co/6W1eHbZ7zZ,Thu Nov 08 04:55:00 +0000 2018,0.0,0.0,1.0,0.0
402,Fox News,Pete Davidson's 'SNL' castmate Kenan Thompson talks Dan Crenshaw joke: 'They are figuring out a way to right that w… https://t.co/MlIJF907FK,Thu Nov 08 04:50:00 +0000 2018,0.296,0.104,0.896,0.0
403,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/lqmOqmHcJZ",Thu Nov 08 04:45:00 +0000 2018,0.7096,0.296,0.704,0.0
404,Fox News,"Tom Dupree on Acting Attorney General Matthew Whitaker: “Calls for him to recuse from Russia, I think, are meritles… https://t.co/74TWeQngjg",Thu Nov 08 04:35:00 +0000 2018,0.0,0.0,1.0,0.0
405,Fox News,"Cabinet shakeup expected after @jeffsessions pushed out, @edhenry reports @foxnewsnight https://t.co/6UTwyCpZRV https://t.co/MY7kH6s4T7",Thu Nov 08 04:25:00 +0000 2018,-0.1531,0.0,0.873,0.127
406,Fox News,"New reactions to Sessions resignation, Catherine Herridge has the story @foxnewsnight https://t.co/6UTwyCHBgv https://t.co/FaiATyMSgC",Thu Nov 08 04:14:15 +0000 2018,-0.296,0.0,0.845,0.155
407,Fox News,MLB star @Bharper3407 rejects $300M offer from Nationals: Reports (via @FoxBusiness) https://t.co/Bgfoyi7fNH,Thu Nov 08 04:05:00 +0000 2018,-0.4939,0.0,0.775,0.225
408,Fox News,Doug Schoen: Trump shouldn’t have fired Jeff Sessions – here’s why https://t.co/0ITTpZyqyx,Thu Nov 08 03:55:00 +0000 2018,-0.5574,0.0,0.735,0.265
409,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/3eoxyIurd3",Thu Nov 08 03:52:26 +0000 2018,0.5106,0.155,0.845,0.0
410,Fox News,‘Brady Bunch’ cast to take part in TV home’s renovation: report https://t.co/rebtV4qkql,Thu Nov 08 03:48:00 +0000 2018,0.0,0.0,1.0,0.0
411,Fox News,".@TuckerCarlson: Dems' Election Message Was All 'Trump', No Substance https://t.co/CscvHQkfAX",Thu Nov 08 03:42:00 +0000 2018,-0.296,0.0,0.804,0.196
412,Fox News,"11-year-old in North Carolina charged with putting needles in Halloween candy, police say https://t.co/Dm3F07wpIt",Thu Nov 08 03:35:00 +0000 2018,-0.2023,0.0,0.878,0.122
413,Fox News,Rhino rescue? Scientists may hold key to saving northern white rhinoceros from extinction  https://t.co/VUifTtCbTk,Thu Nov 08 03:29:00 +0000 2018,0.5106,0.202,0.798,0.0
414,Fox News,"RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/CLNOuNnGNo",Thu Nov 08 03:23:02 +0000 2018,0.0,0.0,1.0,0.0
415,Fox News,"Democrat Colin Allred, who unseated Rep. Pete Sessions, won't say if he'll back Pelosi https://t.co/mNox8bKgiA",Thu Nov 08 03:23:00 +0000 2018,0.0,0.0,1.0,0.0
416,Fox News,Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a,Thu Nov 08 03:16:01 +0000 2018,0.0,0.0,1.0,0.0
417,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/xF54bEhvOA",Thu Nov 08 03:11:00 +0000 2018,0.4939,0.158,0.842,0.0
418,Fox News,Woman finds her diamond before proposal and 'ring shames' herself https://t.co/uoLHUxHeBD,Thu Nov 08 03:04:00 +0000 2018,-0.0772,0.17,0.638,0.191
419,Fox News,McDonald's customers’ $5M lawsuit over unwanted Quarter Pounder cheese dismissed by judge https://t.co/yBEvL4cAFK,Thu Nov 08 03:01:47 +0000 2018,-0.4215,0.0,0.743,0.257
420,CNN,"FDA warns against using Rhino male enhancement products
https://t.co/RM4pViPEoV https://t.co/k0rCHPkHn2",Tue Nov 27 19:15:08 +0000 2018,-0.1027,0.0,0.865,0.135
421,CNN,"Stephen Hillenburg, the creator of ""SpongeBob Squarepants,"" has died. He was 57. https://t.co/yVzJbatZHn https://t.co/JsZyCyrwUW",Tue Nov 27 19:00:06 +0000 2018,-0.5574,0.0,0.783,0.217
422,CNN,RT @CNNnewsroom: National Economic Council Director Larry Kudlow says Trump is “open” to making a trade deal with Chinese President Xi Jinp…,Tue Nov 27 18:45:43 +0000 2018,0.0,0.0,1.0,0.0
423,CNN,"The US has ""slammed the brakes on"" a UN Security Council resolution calling for a limited ceasefire and increased h… https://t.co/dGEy7FDdod",Tue Nov 27 18:30:06 +0000 2018,0.3818,0.201,0.714,0.085
424,CNN,Authorities in India have decided to hold off retrieving the body of the American national feared killed on North S… https://t.co/PcoB7RryuV,Tue Nov 27 18:20:09 +0000 2018,-0.8271,0.0,0.712,0.288
425,CNN,"The White House is about to have its first press briefing in nearly a month. 

Follow live updates:… https://t.co/882XUk1ztp",Tue Nov 27 18:07:08 +0000 2018,0.0,0.0,1.0,0.0
426,CNN,The changing police narrative of why an officer shot and killed a black man in an Alabama mall… https://t.co/IY6n4ZUhp4,Tue Nov 27 17:58:02 +0000 2018,-0.6705,0.0,0.791,0.209
427,CNN,"Robert De Niro confirms split from wife Grace Hightower
https://t.co/pVwLmPplTl https://t.co/nUHeBXhuQc",Tue Nov 27 17:48:06 +0000 2018,0.4215,0.219,0.781,0.0
428,CNN,"Jack Ma, China's most famous entrepreneur, was identified as a member of the Communist Party https://t.co/DtqbJXB1Ac https://t.co/APg96W54HF",Tue Nov 27 17:38:06 +0000 2018,0.4019,0.153,0.847,0.0
429,CNN,"Some university groups in the UK have started using the term ""womxn"" rather than ""women"" in official communications… https://t.co/hXtkObpssw",Tue Nov 27 17:28:06 +0000 2018,0.0,0.0,1.0,0.0
430,CNN,"Rep. Tim Ryan says it's ""insulting"" for President Trump to boast about his administration's effect on manufacturing… https://t.co/kal1KTYLOx",Tue Nov 27 17:18:07 +0000 2018,0.0,0.0,1.0,0.0
431,CNN,Democrats Stacey Abrams and Andrew Gillum are calling on the US Senate to reject President Trump's nomination of a… https://t.co/HhPlWGdFYO,Tue Nov 27 17:14:05 +0000 2018,-0.4019,0.0,0.876,0.124
432,CNN,The endangered dusky gopher frog is dealt a setback at Supreme Court https://t.co/p7bNJ85xd3 https://t.co/ldsvfoafTv,Tue Nov 27 17:04:08 +0000 2018,0.5574,0.231,0.769,0.0
433,CNN,The 35 most shocking lines from Donald Trump's Mississippi speech | Analysis by Chris Cillizza… https://t.co/VZJjrELt7u,Tue Nov 27 16:53:03 +0000 2018,-0.4576,0.0,0.824,0.176
434,CNN,Shrinking islands. Declining fisheries. West Nile virus. More wildfires. Here's how your part of the US will be aff… https://t.co/iBDhUOQSJn,Tue Nov 27 16:45:06 +0000 2018,0.0,0.0,1.0,0.0
435,CNN,What you need to know about today's Mississippi Senate runoff https://t.co/IP1rSx0V7f https://t.co/X9Y0xcECXj,Tue Nov 27 16:28:06 +0000 2018,0.0,0.0,1.0,0.0
436,CNN,An annual UN report card shows the world's climate change efforts have fallen woefully short of the 2-degree-Celsiu… https://t.co/q4KuQhyeGj,Tue Nov 27 16:20:08 +0000 2018,-0.6369,0.0,0.766,0.234
437,CNN,"Pilot falls asleep, overshoots island destination by 30 miles https://t.co/2TzlaiiYgL https://t.co/bhibz9rQGP",Tue Nov 27 16:10:03 +0000 2018,0.0,0.0,1.0,0.0
438,CNN,"Jason Momoa discusses his biggest ""Aquaman"" costume struggle
https://t.co/aFFyoN0phG https://t.co/n3DHUFuzrM",Tue Nov 27 16:00:16 +0000 2018,-0.3182,0.0,0.796,0.204
439,CNN,"Is it now safe to eat romaine lettuce? Not yet, FDA says
https://t.co/LARXo7tJcv https://t.co/UtII6FUMNw",Tue Nov 27 15:49:03 +0000 2018,0.4404,0.182,0.818,0.0
440,BBC News (World),"Fikri's parents live far away from Palu and didn't know.

But the news soon reached them and they were devastated. https://t.co/zQBqYtwIDK",Tue Nov 27 05:39:55 +0000 2018,-0.5574,0.057,0.779,0.164
441,BBC News (World),"Fikri's grandmother feared the worst.

""We were almost certain we had lost him,"" Selfi Salilama said.

""At the hosp… https://t.co/JYEGWp8VAT",Tue Nov 27 05:39:55 +0000 2018,-0.8313,0.066,0.584,0.35
442,BBC News (World),"It was a good call.

After the earth stopped shaking, Marta left Fikri with neighbours on Palu bay.

But when she c… https://t.co/XXc0S0WiTp",Tue Nov 27 05:39:51 +0000 2018,0.0772,0.114,0.745,0.141
443,BBC News (World),"The ordeal started with his grand aunt Martha Salilama, who evacuated their house. When walls shook, she dragged li… https://t.co/JmXoduTuJl",Tue Nov 27 05:39:50 +0000 2018,0.34,0.133,0.752,0.115
444,BBC News (World),"This is the story of another lost child, seven-year-old Fikri.

[Tap to expand]

https://t.co/zQBqYtwIDK https://t.co/T3Hh3LiXca",Tue Nov 27 05:39:48 +0000 2018,-0.3182,0.0,0.859,0.141
445,BBC News (World),"Here's a video that captures Jumadil's happy, emotional reunion with his family.

[Tap to expand]… https://t.co/JcJFD0tjJo",Tue Nov 27 05:38:07 +0000 2018,0.6486,0.29,0.71,0.0
446,BBC News (World),"""It's an absolute miracle he came back,"" Jumadil's grandfather says.

We are happy to report that he hugged his mot… https://t.co/po5W8R8nhn",Tue Nov 27 05:36:21 +0000 2018,0.8807,0.362,0.638,0.0
447,BBC News (World),"A desperate search for Jumadil began.

His uncle posted this on Facebook - setting the stage for a reunion.

Miracu… https://t.co/J5mlOFeIgD",Tue Nov 27 05:36:18 +0000 2018,-0.3182,0.0,0.881,0.119
